id,feedback,timestamp,source
212,Tried to send $300 to my sister and the transfer has been 'pending' for 14 days. Money already left my Wells Fargo account so now I'm out $300 with nothing to show for it.,2026-04-13T00:00:00Z,Reviews
213,App keeps crashing on transaction history: Since the latest update the app crashes every single time I open my transaction history tab on my iPhone. Happens on both wifi and cellular.,2026-04-13T10:28:00Z,Tickets
214,Linking my Citi debit card fails every single time with error code 5590. Works fine in every other app I use.,2026-04-14T00:00:00Z,Reviews
215,Locked out after password reset: I reset my password like the email said but now I get 'account locked' every time I try to log in. It's been 4 days.,2026-04-14T13:49:00Z,Tickets
216,My account has been frozen for 16 days and nobody can tell me why. I have utility bill money stuck in there and support keeps sending the same copy-paste email.,2026-04-15T00:00:00Z,Reviews
217,Got a text that looked exactly like it came from the app asking me to confirm my login. Clicked it and now $2200 is gone.,2026-04-16T00:00:00Z,Reviews
218,Instant transfer fee jumped from 1.75% to 2.5% with zero notice.,2026-04-16T00:00:00Z,Survey
219,"Quick thanks for resolving my case: Just wanted to say the support team resolved my medical bill issue faster than I expected, appreciate it.",2026-04-16T18:46:00Z,Tickets
220,I disputed a payment to a seller who never shipped my item. It's been 6 days and the dispute status still just says 'in progress' with zero updates.,2026-04-17T00:00:00Z,Reviews
221,Surprise fee on instant transfer: I was charged 2.25% instead of the usual 2.25% for an instant transfer and there was no warning it had changed before I confirmed.,2026-04-18T18:21:00Z,Tickets
222,Got locked out of my account for 6 days over what turned out to be a large deposit. Pretty stressful.,2026-04-19T00:00:00Z,Survey
223,"Quick thanks for resolving my case: Just wanted to say the support team resolved my paycheck issue faster than I expected, appreciate it.",2026-04-19T14:44:00Z,Tickets
224,Linking my Chase debit card fails every single time with error code 3088. Works fine in every other app I use.,2026-04-20T00:00:00Z,Reviews
225,Make it clearer why a transfer is delayed instead of just saying pending with no details.,2026-04-20T00:00:00Z,Survey
226,Someone got into my account and sent themselves $1000 from my linked card. I never approved that transaction and now I'm fighting to get it reversed.,2026-04-21T00:00:00Z,Reviews
227,Faster resolution on account freezes. Mine took over 9 days and support gave no timeline.,2026-04-21T00:00:00Z,Survey
228,"The identity verification process wanted a selfie, a government ID, AND a proof of address just to raise my sending limit by $500. Way too much friction.",2026-04-22T00:00:00Z,Reviews
229,Transfer stuck in pending for days: I sent a payment of $1500 to a friend 9 days ago and it's still showing pending even though the money already left my PNC account.,2026-04-23T10:11:00Z,Tickets
230,"App crashes every time I try to open my transaction history on my the web app. Been happening since the last update, completely unusable now.",2026-04-24T00:00:00Z,Reviews
231,Instant transfer fee jumped from 1.5% to 2.5% with zero notice. Sneaky way to raise fees on people who need their money fast.,2026-04-24T00:00:00Z,Reviews
232,"Account under review with no timeline: I logged in from a new device and now my account shows 'under review.' Nobody will give me an actual timeline, it's been 5 days.",2026-04-24T12:42:00Z,Tickets
233,Linking my my credit union debit card fails every single time with error code 1187. Works fine in every other app I use.,2026-04-25T00:00:00Z,Reviews
234,Sent money to my roommate for car payment and it landed in her account in under a minute. So much easier than writing a check.,2026-04-25T00:00:00Z,Reviews
235,My account has been frozen for 11 days and nobody can tell me why. I have utility bill money stuck in there and support keeps sending the same copy-paste email.,2026-04-25T00:00:00Z,Reviews
236,Direct deposit missing: My direct deposit didn't show up on payday even though my employer confirmed it was sent 15 days early like usual. Had to scramble to cover my car payment.,2026-04-25T15:58:00Z,Tickets
237,Can't find routing number in the app: I still can't figure out where to find my routing and account number without searching online. It shouldn't take 30 minutes to find.,2026-04-26T14:01:00Z,Tickets
238,Refund for a canceled order never came through even though a subscription service confirmed it on their end. Support said to 'wait 5-7 business days' 5 days ago.,2026-04-27T00:00:00Z,Reviews
239,Tried to send $2200 to my sister and the transfer has been 'pending' for 5 days. Money already left my PNC account so now I'm out $2200 with nothing to show for it.,2026-04-27T00:00:00Z,Reviews
240,Tried to send $1500 to my sister and the transfer has been 'pending' for 8 days. Money already left my Wells Fargo account so now I'm out $1500 with nothing to show for it.,2026-04-27T00:00:00Z,Reviews
241,"The identity verification process wanted a selfie, a government ID, AND a proof of address just to raise my sending limit by $1200. Way too much friction.",2026-04-28T00:00:00Z,Reviews
242,Instant transfer fee jumped from 1.5% to 2.75% with zero notice. Sneaky way to raise fees on people who need their money fast.,2026-04-28T00:00:00Z,Reviews
243,Tried to send $375 to my sister and the transfer has been 'pending' for 10 days. Money already left my my credit union account so now I'm out $375 with nothing to show for it.,2026-04-28T00:00:00Z,Reviews
244,"Transfer never arrived: Sent $200 to my sister 16 days ago, she still hasn't received it and the app just says 'processing.'",2026-04-28T14:10:00Z,Tickets
245,Phishing text pretending to be support: I got a text pretending to be your fraud team asking me to verify my card number. Wanted to flag this in case others are getting the same scam.,2026-04-28T15:45:00Z,Tickets
246,Linking my Bank of America debit card fails every single time with error code 1187. Works fine in every other app I use.,2026-04-29T00:00:00Z,Reviews
247,Can't find routing number in the app: I still can't figure out where to find my routing and account number without searching online. It shouldn't take 18 minutes to find.,2026-04-29T09:47:00Z,Tickets
248,"Why do I need this much documentation: Just to increase my weekly send limit I was asked for a selfie, ID, and a utility bill. Seems excessive for a $800 increase.",2026-04-29T16:00:00Z,Tickets
249,Surprise fee on instant transfer: I was charged 2.25% instead of the usual 1.5% for an instant transfer and there was no warning it had changed before I confirmed.,2026-04-29T20:58:00Z,Tickets
250,"The identity verification process wanted a selfie, a government ID, AND a proof of address just to raise my sending limit by $450. Way too much friction.",2026-04-30T00:00:00Z,Reviews
251,"Sending money to family has been mostly smooth, though a $600 transfer once took 9 days longer than expected.",2026-04-30T00:00:00Z,Survey
252,Refund not received: a local store confirmed my refund of $1200 was issued 6 days ago but I still don't see it in my balance or transaction history.,2026-04-30T07:03:00Z,Tickets
253,Linking my Bank of America debit card fails every single time with error code 3088. Works fine in every other app I use.,2026-05-01T00:00:00Z,Reviews
254,Surprise fee on instant transfer: I was charged 1.75% instead of the usual 1.5% for an instant transfer and there was no warning it had changed before I confirmed.,2026-05-01T19:13:00Z,Tickets
255,Direct deposit didn't show up on payday even though my employer confirmed it was sent 8 days early like usual. Had to scramble to cover bills.,2026-05-02T00:00:00Z,Reviews
256,"Feature request: recurring payments: Could you add recurring payments? I've been wanting this for a while, it would save me a lot of time managing my tuition payments.",2026-05-02T08:07:00Z,Tickets
257,"Sending money to family has been mostly smooth, though a $250 transfer once took 13 days longer than expected.",2026-05-03T00:00:00Z,Survey
258,"Feature request: spending insights: Could you add spending insights? I've been wanting this for a while, it would save me a lot of time managing my paycheck payments.",2026-05-03T17:46:00Z,Tickets
259,"Account under review with no timeline: I logged in from a new device and now my account shows 'under review.' Nobody will give me an actual timeline, it's been 14 days.",2026-05-03T19:43:00Z,Tickets
260,Transfer stuck in pending for days: I sent a payment of $900 to a friend 11 days ago and it's still showing pending even though the money already left my Citi account.,2026-05-04T14:56:00Z,Tickets
261,Direct deposit didn't show up on payday even though my employer confirmed it was sent 7 days early like usual. Had to scramble to cover bills.,2026-05-05T00:00:00Z,Reviews
262,Refund for a canceled order never came through even though an online retailer confirmed it on their end. Support said to 'wait 5-7 business days' 10 days ago.,2026-05-05T00:00:00Z,Reviews
263,Transfer stuck in pending for days: I sent a payment of $200 to a friend 16 days ago and it's still showing pending even though the money already left my my credit union account.,2026-05-05T20:12:00Z,Tickets
264,Sent money to my roommate for medical bill and it landed in her account in under a minute. So much easier than writing a check.,2026-05-06T00:00:00Z,Reviews
265,Instant transfer fee jumped from 1.75% to 2% with zero notice. Sneaky way to raise fees on people who need their money fast.,2026-05-06T00:00:00Z,Reviews
266,"Why do I need this much documentation: Just to increase my weekly send limit I was asked for a selfie, ID, and a utility bill. Seems excessive for a $150 increase.",2026-05-06T11:02:00Z,Tickets
267,Transfer stuck in pending for days: I sent a payment of $150 to a friend 6 days ago and it's still showing pending even though the money already left my Citi account.,2026-05-06T14:49:00Z,Tickets
268,Faster resolution on account freezes. Mine took over 17 days and support gave no timeline.,2026-05-07T00:00:00Z,Survey
269,Can't find routing number in the app: I still can't figure out where to find my routing and account number without searching online. It shouldn't take 33 minutes to find.,2026-05-08T10:15:00Z,Tickets
270,Transfer stuck in pending for days: I sent a payment of $1000 to a friend 10 days ago and it's still showing pending even though the money already left my Capital One account.,2026-05-08T12:21:00Z,Tickets
271,"Sending money to family has been mostly smooth, though a $900 transfer once took 3 days longer than expected.",2026-05-10T00:00:00Z,Survey
272,My account has been frozen for 15 days and nobody can tell me why. I have grocery money stuck in there and support keeps sending the same copy-paste email.,2026-05-10T00:00:00Z,Reviews
273,Surprise fee on instant transfer: I was charged 2% instead of the usual 1.75% for an instant transfer and there was no warning it had changed before I confirmed.,2026-05-10T08:57:00Z,Tickets
274,Someone got into my account and sent themselves $600 from my linked card. I never approved that transaction and now I'm fighting to get it reversed.,2026-05-11T00:00:00Z,Reviews
275,Direct deposit didn't show up on payday even though my employer confirmed it was sent 5 days early like usual. Had to scramble to cover bills.,2026-05-11T00:00:00Z,Reviews
276,"recurring payments, please, and maybe dark mode too.",2026-05-13T00:00:00Z,Survey
277,"Overall pretty happy, the redesign made things easier to find on my Android phone.",2026-05-13T00:00:00Z,Survey
278,Waited on hold for 33 minutes only to get disconnected. Called back and had to explain the entire situation from scratch again.,2026-05-13T00:00:00Z,Reviews
279,Locked out of my account with no warning after a wire transfer from my employer. Passed every verification step and it's still 'under review.',2026-05-14T00:00:00Z,Reviews
280,Linking my Bank of America debit card fails every single time with error code 4021. Works fine in every other app I use.,2026-05-14T00:00:00Z,Reviews
281,ID verification keeps failing: I've submitted my driver's license photo 10 times now and it keeps getting rejected with no reason given. How do I fix this?,2026-05-14T11:42:00Z,Tickets
282,Uploaded my ID 7 times for verification and it keeps getting rejected with no explanation of what's wrong with the photo.,2026-05-15T00:00:00Z,Reviews
283,Still waiting on hold: I've been on hold for over 51 minutes trying to talk to a person about a billing issue. Is there a faster way to reach a human?,2026-05-15T18:56:00Z,Tickets
284,Instant transfer fee jumped from 2% to 1.75% with zero notice. Sneaky way to raise fees on people who need their money fast.,2026-05-17T00:00:00Z,Reviews
285,Debit card won't link: Every time I try to add my Chase debit card I get error code 4021. I've tried three different cards and none work.,2026-05-20T12:27:00Z,Tickets
286,Linking my Capital One debit card fails every single time with error code 7745. Works fine in every other app I use.,2026-05-21T00:00:00Z,Reviews
287,Surprise fee on instant transfer: I was charged 2% instead of the usual 2% for an instant transfer and there was no warning it had changed before I confirmed.,2026-05-21T19:08:00Z,Tickets
288,Uploaded my ID 21 times for verification and it keeps getting rejected with no explanation of what's wrong with the photo.,2026-05-22T00:00:00Z,Reviews
289,"Overall pretty happy, the redesign made things easier to find on my iPad.",2026-05-22T00:00:00Z,Survey
290,"Feature request: multi-currency support: Could you add multi-currency support? I've been wanting this for a while, it would save me a lot of time managing my grocery payments.",2026-05-22T11:59:00Z,Tickets
291,"Transfer never arrived: Sent $250 to my sister 6 days ago, she still hasn't received it and the app just says 'processing.'",2026-05-23T14:28:00Z,Tickets
292,Refund for a canceled order never came through even though a ticketing site confirmed it on their end. Support said to 'wait 5-7 business days' 21 days ago.,2026-05-24T00:00:00Z,Reviews
293,"The identity verification process wanted a selfie, a government ID, AND a proof of address just to raise my sending limit by $650. Way too much friction.",2026-05-24T00:00:00Z,Reviews
294,I disputed a payment to a ticketing site who never shipped my item. It's been 14 days and the dispute status still just says 'in progress.',2026-05-24T00:00:00Z,Survey
295,Account frozen with no explanation: My account was frozen after logging in from a new device and I've had no response from the verification team in 9 days. I need access to pay my medical bill.,2026-05-24T20:23:00Z,Tickets
296,Instant transfer fee jumped from 2.25% to 2% with zero notice. Sneaky way to raise fees on people who need their money fast.,2026-05-25T00:00:00Z,Reviews
297,"Why do I need this much documentation: Just to increase my weekly send limit I was asked for a selfie, ID, and a utility bill. Seems excessive for a $1000 increase.",2026-05-28T13:26:00Z,Tickets
298,Got a text that looked exactly like it came from the app asking me to confirm my login. Clicked it and now $1200 is gone.,2026-05-30T00:00:00Z,Reviews
299,Dispute never resolved after 18 days: I opened a dispute for an item that never arrived from a subscription service and it's been open for 18 days with no update. Can someone actually look at this?,2026-05-31T13:39:00Z,Tickets
300,Tried to send $2200 to my sister and the transfer has been 'pending' for 16 days. Money already left my PNC account so now I'm out $2200 with nothing to show for it.,2026-06-01T00:00:00Z,Reviews
301,Faster resolution on account freezes. Mine took over 15 days and support gave no timeline.,2026-06-02T00:00:00Z,Survey
302,Transfer stuck in pending for days: I sent a payment of $375 to a friend 14 days ago and it's still showing pending even though the money already left my Wells Fargo account.,2026-06-03T18:01:00Z,Tickets
303,Tried to send $250 to my sister and the transfer has been 'pending' for 5 days. Money already left my Citi account so now I'm out $250 with nothing to show for it.,2026-06-05T00:00:00Z,Reviews
304,"The identity verification process wanted a selfie, a government ID, AND a proof of address just to raise my sending limit by $1500. Way too much friction.",2026-06-05T00:00:00Z,Reviews
305,I disputed a payment to a subscription service who never shipped my item. It's been 7 days and the dispute status still just says 'in progress.',2026-06-05T00:00:00Z,Survey
306,My account has been frozen for 20 days and nobody can tell me why. I have car payment money stuck in there and support keeps sending the same copy-paste email.,2026-06-06T00:00:00Z,Reviews
307,Instant transfer fee jumped from 1.75% to 2.75% with zero notice.,2026-06-06T00:00:00Z,Survey
308,Refund not received: a local store confirmed my refund of $250 was issued 6 days ago but I still don't see it in my balance or transaction history.,2026-06-06T16:12:00Z,Tickets
309,Linking my PNC debit card fails every single time with error code 7745. Works fine in every other app I use.,2026-06-07T00:00:00Z,Reviews
310,My account has been frozen for 20 days and nobody can tell me why. I have utility bill money stuck in there and support keeps sending the same copy-paste email.,2026-06-08T00:00:00Z,Reviews
311,Tried to send $2200 to my sister and the transfer has been 'pending' for 6 days. Money already left my PNC account so now I'm out $2200 with nothing to show for it.,2026-06-08T00:00:00Z,Reviews
312,Debit card won't link: Every time I try to add my my credit union debit card I get error code 7745. I've tried three different cards and none work.,2026-06-08T18:12:00Z,Tickets
313,Refund not received: a local store confirmed my refund of $750 was issued 19 days ago but I still don't see it in my balance or transaction history.,2026-06-09T15:07:00Z,Tickets
314,Account frozen with no explanation: My account was frozen after logging in from a new device and I've had no response from the verification team in 8 days. I need access to pay my paycheck.,2026-06-09T18:45:00Z,Tickets
315,Uploaded my ID 19 times for verification and it keeps getting rejected with no explanation of what's wrong with the photo.,2026-06-10T00:00:00Z,Reviews
316,"The identity verification process wanted a selfie, a government ID, AND a proof of address just to raise my sending limit by $200. Way too much friction.",2026-06-10T00:00:00Z,Reviews
317,My account has been frozen for 4 days and nobody can tell me why. I have car payment money stuck in there and support keeps sending the same copy-paste email.,2026-06-10T00:00:00Z,Reviews
318,Balance shows wrong amount briefly: When I open the app my balance flashes an incorrect number for a couple seconds before updating to the right one on my the web app. Kind of alarming.,2026-06-10T14:55:00Z,Tickets
319,I disputed a payment to a seller who never shipped my item. It's been 2 days and the dispute status still just says 'in progress' with zero updates.,2026-06-11T00:00:00Z,Reviews
320,I disputed a payment to a marketplace seller who never shipped my item. It's been 5 days and the dispute status still just says 'in progress.',2026-06-11T00:00:00Z,Survey
321,Refund for a canceled order never came through even though a local store confirmed it on their end. Support said to 'wait 5-7 business days' 18 days ago.,2026-06-12T00:00:00Z,Reviews
322,"Overall pretty happy, the redesign made things easier to find on my iPhone.",2026-06-12T00:00:00Z,Survey
323,"Linking my my credit union account failed twice before finally working on the third try, no idea why.",2026-06-12T00:00:00Z,Survey
324,Instant transfer fee jumped from 1.5% to 2.25% with zero notice.,2026-06-14T00:00:00Z,Survey
325,Locked out after password reset: I reset my password like the email said but now I get 'account locked' every time I try to log in. It's been 5 days.,2026-06-15T18:39:00Z,Tickets
326,Dispute never resolved after 9 days: I opened a dispute for an item that never arrived from a ticketing site and it's been open for 9 days with no update. Can someone actually look at this?,2026-06-16T09:34:00Z,Tickets
327,Refund not received: a local store confirmed my refund of $400 was issued 15 days ago but I still don't see it in my balance or transaction history.,2026-06-16T09:47:00Z,Tickets
328,Refund not received: a subscription service confirmed my refund of $900 was issued 2 days ago but I still don't see it in my balance or transaction history.,2026-06-16T10:39:00Z,Tickets
329,Transfer stuck in pending for days: I sent a payment of $2200 to a friend 13 days ago and it's still showing pending even though the money already left my my credit union account.,2026-06-16T20:29:00Z,Tickets
330,Uploaded my ID 2 times for verification and it keeps getting rejected with no explanation of what's wrong with the photo.,2026-06-17T00:00:00Z,Reviews
331,Faster resolution on account freezes. Mine took over 2 days and support gave no timeline.,2026-06-17T00:00:00Z,Survey
332,Been using this for two years to split paycheck with roommates and it has never once given me trouble. Does exactly what it says on the tin.,2026-06-17T00:00:00Z,Reviews
333,"Feature request: dark mode: Could you add dark mode? I've been wanting this for a while, it would save me a lot of time managing my rent payments.",2026-06-18T15:33:00Z,Tickets
334,Unauthorized $450 transaction: There is a transaction I did not make for $450 sent to an account I don't recognize. I want this investigated and reversed immediately.,2026-06-18T17:39:00Z,Tickets
335,Tried to send $1500 to my sister and the transfer has been 'pending' for 5 days. Money already left my Citi account so now I'm out $1500 with nothing to show for it.,2026-06-19T00:00:00Z,Reviews
336,Direct deposit didn't show up on payday even though my employer confirmed it was sent 2 days early like usual. Had to scramble to cover bills.,2026-06-19T00:00:00Z,Reviews
337,ID verification keeps failing: I've submitted my driver's license photo 14 times now and it keeps getting rejected with no reason given. How do I fix this?,2026-06-19T20:09:00Z,Tickets
338,"export to CSV, please, and maybe export to CSV too.",2026-06-20T00:00:00Z,Survey
339,Got locked out of my account for 4 days over what turned out to be a large deposit. Pretty stressful.,2026-06-20T00:00:00Z,Survey
340,Someone got into my account and sent themselves $750 from my linked card. I never approved that transaction and now I'm fighting to get it reversed.,2026-06-20T00:00:00Z,Reviews
341,Refund for a canceled order never came through even though a local store confirmed it on their end 10 days ago.,2026-06-21T00:00:00Z,Survey
342,Transfer stuck in pending for days: I sent a payment of $450 to a friend 16 days ago and it's still showing pending even though the money already left my Capital One account.,2026-06-22T09:45:00Z,Tickets
343,Uploaded my ID 16 times for verification and it keeps getting rejected with no explanation of what's wrong with the photo.,2026-06-23T00:00:00Z,Reviews
344,Someone got into my account and sent themselves $400 from my linked card. I never approved that transaction and now I'm fighting to get it reversed.,2026-06-23T00:00:00Z,Reviews
345,Dispute never resolved after 12 days: I opened a dispute for an item that never arrived from a ticketing site and it's been open for 12 days with no update. Can someone actually look at this?,2026-06-23T09:58:00Z,Tickets
346,Refund not received: an online retailer confirmed my refund of $600 was issued 21 days ago but I still don't see it in my balance or transaction history.,2026-06-23T10:49:00Z,Tickets
347,Dispute never resolved after 20 days: I opened a dispute for an item that never arrived from a marketplace seller and it's been open for 20 days with no update. Can someone actually look at this?,2026-06-25T14:13:00Z,Tickets
348,Surprise fee on instant transfer: I was charged 1.75% instead of the usual 2% for an instant transfer and there was no warning it had changed before I confirmed.,2026-06-27T19:10:00Z,Tickets
349,Direct deposit missing: My direct deposit didn't show up on payday even though my employer confirmed it was sent 21 days early like usual. Had to scramble to cover my utility bill.,2026-06-27T19:28:00Z,Tickets
350,My account has been frozen for 3 days and nobody can tell me why. I have rent money stuck in there and support keeps sending the same copy-paste email.,2026-06-28T00:00:00Z,Reviews
351,My account has been frozen for 10 days and nobody can tell me why. I have utility bill money stuck in there and support keeps sending the same copy-paste email.,2026-06-28T00:00:00Z,Reviews
352,"Linking my Capital One account failed twice before finally working on the third try, no idea why.",2026-06-29T00:00:00Z,Survey
353,Tried to send $650 to my sister and the transfer has been 'pending' for 4 days. Money already left my PNC account so now I'm out $650 with nothing to show for it.,2026-06-29T00:00:00Z,Reviews
354,ID verification keeps failing: I've submitted my driver's license photo 16 times now and it keeps getting rejected with no reason given. How do I fix this?,2026-06-29T08:31:00Z,Tickets
355,Transfer stuck in pending for days: I sent a payment of $300 to a friend 11 days ago and it's still showing pending even though the money already left my Capital One account.,2026-06-29T16:51:00Z,Tickets
356,Waited on hold for 18 minutes only to get disconnected. Called back and had to explain the entire situation from scratch again.,2026-06-30T00:00:00Z,Reviews
357,App keeps crashing on transaction history: Since the latest update the app crashes every single time I open my transaction history tab on my the web app. Happens on both wifi and cellular.,2026-06-30T14:22:00Z,Tickets
358,Got a text that looked exactly like it came from the app asking me to confirm my login. Clicked it and now $500 is gone.,2026-07-02T00:00:00Z,Reviews
359,"The identity verification process wanted a selfie, a government ID, AND a proof of address just to raise my sending limit by $750. Way too much friction.",2026-07-02T00:00:00Z,Reviews
360,Surprise fee on instant transfer: I was charged 2.25% instead of the usual 2% for an instant transfer and there was no warning it had changed before I confirmed.,2026-07-02T16:45:00Z,Tickets
361,Direct deposit didn't show up on payday even though my employer confirmed it was sent 9 days early like usual. Had to scramble to cover bills.,2026-07-03T00:00:00Z,Reviews
362,"spending insights, please, and maybe multi-currency support too.",2026-07-04T00:00:00Z,Survey
363,My account has been frozen for 9 days and nobody can tell me why. I have rent money stuck in there and support keeps sending me the same copy-paste email.,2026-07-05T00:00:00Z,Reviews
364,Account frozen with no explanation: My account was frozen after a routine transfer and I've had no response from the verification team in over a week. I need access to pay my bills.,2026-07-05T09:14:00Z,Tickets
365,Faster resolution on account freezes. Mine took over a week and support gave no timeline.,2026-07-06T00:00:00Z,Survey
366,Locked out of my account with no warning. Passed every verification step and it's still 'under review.' This is my only access to my paycheck.,2026-07-06T00:00:00Z,Reviews
367,Can't log in after password reset: I reset my password like the email said but now I get 'account locked' every time I try to log in. Please help urgently.,2026-07-06T14:02:00Z,Tickets
368,Sending money to family abroad has been smooth and the exchange rate shown upfront is appreciated.,2026-07-07T00:00:00Z,Survey
369,Transfer stuck in pending for days: I sent a payment to a friend on Tuesday and it's still showing pending on my end even though the money already left my bank.,2026-07-07T11:45:00Z,Tickets
370,Unauthorized $600 transaction: There is a transaction I did not make for $600 sent to an account I don't recognize. I want this investigated and reversed immediately.,2026-07-08T16:20:00Z,Tickets
371,Tried to send $400 to my sister and the transfer has been 'pending' for 3 days. Money left my bank account already so now I'm out $400 with nothing to show for it.,2026-07-09T00:00:00Z,Reviews
372,Someone got into my account and sent themselves $850 from my linked card. I never approved that transaction and now I'm fighting to get it reversed.,2026-07-10T00:00:00Z,Reviews
373,Refund not received: The merchant confirmed my refund was issued over a week ago but I still don't see it in my balance or transaction history.,2026-07-10T08:12:00Z,Tickets
374,Dispute never resolved after 3 weeks: I opened a dispute for an item that never arrived and it's been open for three weeks with no update. Can someone actually look at this?,2026-07-10T13:33:00Z,Tickets
375,Got a text that looked exactly like it came from the app asking me to confirm my login. Clicked it and now $200 is gone. Wish the app warned people about these scams more clearly.,2026-07-11T00:00:00Z,Reviews
376,"Linking my bank account failed twice before finally working on the third try, no idea why.",2026-07-11T00:00:00Z,Survey
377,I disputed a payment to a seller who never shipped my item. It's been three weeks and the dispute status still just says 'in progress' with zero updates.,2026-07-11T00:00:00Z,Reviews
378,ID verification keeps failing: I've submitted my driver's license photo four times now and it keeps getting rejected with no reason given. How do I fix this?,2026-07-11T15:47:00Z,Tickets
379,Uploaded my ID three times for verification and it keeps getting rejected with no explanation of what's wrong with the photo.,2026-07-12T00:00:00Z,Reviews
380,Refund for a canceled order never came through even though the merchant confirmed it on their end. Support said to 'wait 5-7 business days' two weeks ago.,2026-07-12T00:00:00Z,Reviews
381,"Why do I need this much documentation: Just to increase my weekly send limit I was asked for a selfie, ID, and a utility bill. Seems excessive for a $300 increase.",2026-07-12T09:30:00Z,Tickets
382,Linking my Chase debit card fails every single time with a generic error code. Works fine in every other app I use.,2026-07-13T00:00:00Z,Reviews
383,Debit card won't link: Every time I try to add my bank debit card I get error code 4021. I've tried three different cards and none work.,2026-07-13T12:10:00Z,Tickets
384,Direct deposit didn't show up on payday even though my employer confirmed it was sent two days early like usual. Had to scramble to cover bills.,2026-07-14T00:00:00Z,Reviews
385,Instant transfer fee jumped from 1.5% to 1.75% with zero notice. Sneaky way to raise fees on people who need their money fast.,2026-07-14T00:00:00Z,Reviews
386,"App has been crashing a lot lately, especially when I check old transactions.",2026-07-14T00:00:00Z,Survey
387,Surprise fee on instant transfer: I was charged a higher fee than usual for an instant transfer and there was no warning it had changed before I confirmed.,2026-07-14T17:05:00Z,Tickets
388,Waited on hold for 40 minutes only to get disconnected. Called back and had to explain the entire situation from scratch again.,2026-07-15T00:00:00Z,Reviews
389,"Nothing really, it does exactly what I need for splitting bills with roommates.",2026-07-15T00:00:00Z,Survey
390,Still waiting on hold: I've been on hold for over 35 minutes trying to talk to a person about a billing issue. Is there a faster way to reach a human?,2026-07-15T11:22:00Z,Tickets
391,A built in way to schedule recurring payments would save me so much time every month.,2026-07-16T00:00:00Z,Survey
392,There is no phone number anywhere in the app. The only option is a chatbot that just loops the same three unhelpful answers.,2026-07-16T00:00:00Z,Reviews
393,App keeps crashing on transaction history: Since the latest update the app crashes every single time I open my transaction history tab. Happens on both wifi and cellular.,2026-07-16T09:55:00Z,Tickets
394,"Dark mode please, and maybe the ability to categorize past transactions.",2026-07-17T00:00:00Z,Survey
395,"App crashes every time I try to open my transaction history. Been happening since the last update, completely unusable now.",2026-07-17T00:00:00Z,Reviews
396,Balance shows wrong amount briefly: When I open the app my balance flashes an incorrect number for a couple seconds before updating to the right one. Kind of alarming.,2026-07-17T14:40:00Z,Tickets
397,"Overall pretty happy, the redesign made things easier to find.",2026-07-18T00:00:00Z,Survey
398,Feature request: recurring payments: Could you add a way to schedule a payment to repeat every month automatically? I send rent to the same person every time manually.,2026-07-18T10:15:00Z,Tickets
399,Would love a way to schedule recurring payments to the same person every month instead of manually sending it each time.,2026-07-19T00:00:00Z,Reviews
400,"Please add a dark mode, my eyes would thank you. Otherwise the app does what I need it to do.",2026-07-19T00:00:00Z,Reviews
401,Been using this for two years to split rent with roommates and it has never once given me trouble. Does exactly what it says on the tin.,2026-07-20T00:00:00Z,Reviews
402,Thinking about closing my account: Between the frozen funds and the hold times I'm seriously considering moving to a different app. This is the third issue this month.,2026-07-20T16:30:00Z,Tickets
403,Considering switching to a competitor after this account freeze nonsense. Two weeks with my money locked up is unacceptable for a company this size.,2026-07-21T00:00:00Z,Reviews
